state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,scheme_id,schemes_sources_id,source_type,sourcetype_category,location,scheme_name,sanction_year,estimated_cost,expenditure,dateof_commencement,dateof_completion,update_date
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Burya Pat,Burapat,1342748,6364122,420042889,Deep Tubewell,Ground Water,Samabai Samity,Gram Panchayat,2013-2014,0.7,0.7,10-Apr-13,20-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Burya Pat,Burapat,1342748,6364122,420042888,Deep Tubewell,Ground Water,Madhusudan Doloi,Gram Panchayat,2013-2014,0.7,0.7,10-Apr-13,20-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Burya Pat,Patrapara,1342750,6364122,420042884,Deep Tubewell,Ground Water,Sanjit Patra,Gram Panchayat,2013-2014,0.7,0.7,10-Apr-13,20-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Ganadiha,Ghonadiha Srikanta Diyalipara,1343801,6366934,420044196,Deep Tubewell,Ground Water,Ashok Mandal,GRAM PANCHAYAT,2013-2014,0.8,0.8,17-Apr-13,05-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Pachra,Pirakata Hari Mandir,1343221,6366934,420044187,Deep Tubewell,Ground Water,Manik Mandal,GRAM PANCHAYAT,2013-2014,0.8,0.8,17-Apr-13,05-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Singpur,Singpur -jana Para,1343227,6366934,420044188,Deep Tubewell,Ground Water,Banshi Handel,GRAM PANCHAYAT,2013-2014,0.8,0.8,17-Apr-13,05-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Bibekpur,Bibekpur - Dolaipara,1343229,6366934,420044185,Deep Tubewell,Ground Water,Kali Mandir,GRAM PANCHAYAT,2013-2014,0.8,0.8,17-Apr-13,05-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Bagha Gerya,Madhya Paschim Para,1343705,6366934,420044192,Deep Tubewell,Ground Water,Pump House,GRAM PANCHAYAT,2013-2014,0.8,0.8,17-Apr-13,05-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Askanda,Sarkarpara,1342738,6374602,420048026,Deep Tubewell,Ground Water,Jagannath Doloi,GRAM PANCHAYAT,2013-2014,0.8,0.8,02-May-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Maisha,Maisha Adibasipara,1343805,6374672,420048041,Deep Tubewell,Ground Water,Swapan Diasi,GRAM PANCHAYAT,2013-2014,0.8,0.8,02-May-13,10-Apr-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Ganta,Ganta,1343033,6377508,420049029,Deep Tubewell,Ground Water,Ganta S.S.k.,Gram Panchayat,2013-2014,0.8,0.8,12-Apr-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Gopal Nagar,Gopal Nagar,1343043,6377508,420049021,Deep Tubewell,Ground Water,Hironmoi Ghosh,Gram Panchayat,2013-2014,0.8,0.8,12-Apr-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Madhya Piashala,Prachandapara,1342774,6377508,420049019,Deep Tubewell,Ground Water,Basudeb Prachanda,Gram Panchayat,2013-2014,0.8,0.8,12-Apr-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Madhya Piashala,Madhyapiasala Duleypara,1342772,6377508,420049013,Deep Tubewell,Ground Water,I.C.D.S.,Gram Panchayat,2013-2014,0.8,0.8,12-Apr-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Anandapur,Kumarpara,1343194,6377538,420049048,Deep Tubewell,Ground Water,Suku Rana,Gram Panchayat,2013-2014,0.8,0.8,12-May-13,10-Apr-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Kanchan Tala,Bagpara,1343489,6377538,420049065,Deep Tubewell,Ground Water,Primary School,Gram Panchayat,2013-2014,0.8,0.8,12-May-13,10-Apr-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Golagerya,Golageria Anilmadhyapara,1343510,6377640,420049121,Deep Tubewell,Ground Water,Khursed Mallick,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Sarisha Khola,Khansherif Para,1343471,6377707,420049154,Deep Tubewell,Ground Water,Alkaj Ali,Gram Panchayat,2013-2014,0.8,0.8,25-May-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Taba Gerya,Tabageria Gopaljanapara,1343437,6377707,420049149,Deep Tubewell,Ground Water,Nesar Ali,Gram Panchayat,2013-2014,0.8,0.8,25-May-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Taba Gerya,Tabageria Gopaljanapara,1343437,6377707,420049150,Deep Tubewell,Ground Water,Taher Ali,Gram Panchayat,2013-2014,0.8,0.8,25-May-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Kuchiara,Kuchiara - Choudhurypara,1342928,6381494,420049765,Deep Tubewell,Ground Water,Nawaj Choudhuri,Gram Panchayat,2013-2014,0.8,0.8,23-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Gar Senapatya,Dalaipara,1342871,6381494,420049759,Deep Tubewell,Ground Water,Primary School,Gram Panchayat,2013-2014,0.8,0.8,23-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Gar Senapatya,Dalaipara,1342871,6381494,420049757,Deep Tubewell,Ground Water,Lulki Dolai,Gram Panchayat,2013-2014,0.8,0.8,23-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Gar Senapatya,Dalaipara,1342871,6381494,420049756,Deep Tubewell,Ground Water,Bolai Deb,Gram Panchayat,2013-2014,0.8,0.8,23-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Keot Para,Keotpara Dolaipara,1342887,6381494,420049747,Deep Tubewell,Ground Water,Sk Burham,Gram Panchayat,2013-2014,0.8,0.8,23-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Kulibahara,Kulbahara,1342899,6381510,420049780,Deep Tubewell,Ground Water,Ratan Samanta,Gram Panchayat,2013-2014,0.8,0.8,23-Apr-13,12-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Jambani,Jambani,1766554,6381544,420049795,Deep Tubewell,Ground Water,Mir Saharup Ali,Gram Panchayat,2013-2014,0.85,0.85,01-Apr-13,30-Apr-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Jambani,Jambani,1766554,6381544,420049794,Deep Tubewell,Ground Water,Mir Dinesh Ali,Gram Panchayat,2013-2014,0.85,0.85,01-Apr-13,30-Apr-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Chhitka,Chilka,1342879,6381544,420049798,Deep Tubewell,Ground Water,Sk Rabiul,Gram Panchayat,2013-2014,0.85,0.85,01-Apr-13,30-Apr-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Lauria,Tal Pukur,1343239,6381567,420049810,Deep Tubewell,Ground Water,Talpukurpar,Gram Panchayat,2013-2014,0.8,0.8,21-Apr-13,26-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Gamaria,Gamaria -chalakpara,1343242,6381567,420049817,Deep Tubewell,Ground Water,Hatpukur,Gram Panchayat,2013-2014,0.8,0.8,21-Apr-13,26-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Bishwanath Pur,Doloipara,1343826,6382073,420050211,Deep Tubewell,Ground Water,Prima  School,Gram Panchayat,2013-2014,0.8,0.8,12-May-13,14-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Bishwanath Pur,Doloipara,1343826,6382073,420050213,Deep Tubewell,Ground Water,Madan   Doloi,Gram Panchayat,2013-2014,0.8,0.8,12-May-13,14-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Akmura,Mondalpara,1342657,6382207,420050239,Deep Tubewell,Ground Water,Nalini Mondal,Gram Pancayat,2013-2014,0.8,0.8,24-Apr-13,12-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Akmura,Mondalpara,1342657,6382207,420050237,Deep Tubewell,Ground Water,Banamali  Dhauria,Gram Pancayat,2013-2014,0.8,0.8,24-Apr-13,12-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Paniat,Mallick Para,1343468,6383912,420050643,Deep Tubewell,Ground Water,Niamot Mallick,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Akna,Mahinpara,1343455,6383912,420050640,Deep Tubewell,Ground Water,Manas Mandal,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Mirpur,Mirpur Mallickpara,1343788,6383912,420050633,Deep Tubewell,Ground Water,Shitala Mandir,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Gopinathpur,Gopinathpur Berapara,1343830,6384525,420050971,Deep Tubewell,Ground Water,Primary School,GRAM PANCHAYAT,2013-2014,0.8,0.8,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Mukti Chak,Amulia,1343161,6384525,420050960,Deep Tubewell,Ground Water,Ratan Das,GRAM PANCHAYAT,2013-2014,0.8,0.8,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Panchami,Mollapara,1343137,6384525,420050966,Deep Tubewell,Ground Water,Sk Meyed,GRAM PANCHAYAT,2013-2014,0.8,0.8,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Pipurda,Khanpara,1343101,6384525,420050963,Deep Tubewell,Ground Water,Fudan Shikdar,GRAM PANCHAYAT,2013-2014,0.8,0.8,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Nagda,Dolaipara,1343107,6384745,420051084,Deep Tubewell,Ground Water,Sunil Dandapat,GRAM PANCHAYAT,2013-2014,0.7,0.7,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Amsol,Amsole,1343124,6384745,420051095,Deep Tubewell,Ground Water,Niranjan PAtor,GRAM PANCHAYAT,2013-2014,0.7,0.7,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Kapta Bankati,Napitpara,1343163,6384745,420051091,Deep Tubewell,Ground Water,C.P.I,GRAM PANCHAYAT,2013-2014,0.7,0.7,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jagannathpur,Jagannathpur,Kadarpara,1343006,6384745,420051075,Deep Tubewell,Ground Water,Horen DOlio,GRAM PANCHAYAT,2013-2014,0.7,0.7,14-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Nagda,Roy Para,1343105,6385170,420051368,Deep Tubewell,Ground Water,Primary School,GRAM PANCHAYAT,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Amrakuchi,Masjidtala,1343153,6385170,420051357,Deep Tubewell,Ground Water,Lakhikanta Mana,GRAM PANCHAYAT,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Amrakuchi,Masjidtala,1343153,6385170,420051358,Deep Tubewell,Ground Water,Panchanan Puila,GRAM PANCHAYAT,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Amrakuchi,Masjidtala,1343153,6385170,420051360,Deep Tubewell,Ground Water,Mondir,GRAM PANCHAYAT,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Gun Hara,Gunhara Madhyapara,1343604,6385170,420051355,Deep Tubewell,Ground Water,Farman Ali,GRAM PANCHAYAT,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Gun Hara,Gunhara Madhyapara,1343604,6385170,420051356,Deep Tubewell,Ground Water,Iasin,GRAM PANCHAYAT,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Mukunda Pur,Mukundapur Purbapara,1343601,6385216,420051389,Deep Tubewell,Ground Water,Mosjid,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,14-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Jhatiar,Purbapara,1343246,6385216,420051380,Deep Tubewell,Ground Water,Apsar Ali,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,14-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Jhatiar,Purbapara,1343246,6385216,420051381,Deep Tubewell,Ground Water,Sk Kurban Ali,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,14-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Ranpara,Ranipara - Madhyapara,1343248,6385216,420051385,Deep Tubewell,Ground Water,Dinu Mirja,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,14-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Ranpara,Ranipara - Madhyapara,1343248,6385216,420051386,Deep Tubewell,Ground Water,Sk Toju,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,14-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Burya Pat,Burapat,1342748,6387504,420052323,Deep Tubewell,Ground Water,I.C.D&amp;amp;amp;gt;S.,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Garur Bag,Gatibarh,1342827,6385093,420051311,Deep Tubewell,Ground Water,Gararbaga Primary School,GRAM PANCHAYAT,2013-2014,0.8,0.8,01-Apr-13,30-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Kapta Bankati,Kaptabankati,1343162,6385093,420051297,Deep Tubewell,Ground Water,Sudhir Babu,GRAM PANCHAYAT,2013-2014,0.8,0.8,01-Apr-13,30-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Satdubi,Roypara,1342757,6387504,420052324,Deep Tubewell,Ground Water,I.C.D.S.,GRAM PANCHAYAT,2013-2014,0.8,0.8,12-Apr-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Keshpur,Bajirchak,Chowdhury Para,1343300,6388209,420052895,Deep Tubewell,Ground Water,Samarchak I.C.D&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;gt;S.,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Keshpur,Bajirchak,Chowdhury Para,1343300,6388209,420052898,Deep Tubewell,Ground Water,Primary School,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Gopal Nagar,Gopal Nagar,1343043,6388231,420052925,Deep Tubewell,Ground Water,Hironmoi Ghosh,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Gopal Nagar,Gopal Nagar,1343043,6388231,420052927,Deep Tubewell,Ground Water,S.S.K.,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Eluni,Eloni Mondalpara,1342776,6388231,420052937,Deep Tubewell,Ground Water,Arun Mondal,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Eluni,Eloni Mondalpara,1342776,6388231,420052932,Deep Tubewell,Ground Water,Primary School,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Eluni,Eloni Mondalpara,1342776,6388231,420052930,Deep Tubewell,Ground Water,Pradip Ghosh,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Hijli,Hijli Shitalamandirpara,1342783,6388231,420052915,Deep Tubewell,Ground Water,Shombhu Digar,Gram Panchayat,2013-2014,0.8,0.8,25-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Kalagram,Uchahar,Chak,1343367,6389957,420054059,Deep Tubewell,Ground Water,Sk Asgar Ali,Gram Panchayat,2013-2014,0.7,0.7,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Amanpur,Roypara,1342713,6396858,420060195,Deep Tubewell,Ground Water,Askandha Dolai Para,Roy Para,2013-2014,0.8,0.8,25-Apr-13,24-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Amanpur,Kamalpara,1342716,6397461,420060630,Deep Tubewell,Ground Water,Kar Para,Roy Para,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Amanpur,Kamalpara,1342716,6397461,420060623,Deep Tubewell,Ground Water,Kalaberia,Roy Para,2013-2014,0.8,0.8,25-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Dhoba Gerya,Dhobageria Kuitipara,1343796,956672,1287568,Deep Tubewell,Ground Water,DHOBAGERIA KUITIPARA,Pry School,2006-2007,0.17,0.17,09-Feb-07,26-Feb-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Narayan Chak,Das Para,1343589,956932,1283777,Deep Tubewell,Ground Water,Narayan Chak(SchemeId-0000956932),Narayan Chak,2007-2008,0.59,0.59,26-Jun-07,27-Jun-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Khejur Bani,Dakshin Para,1343597,956934,1285455,Deep Tubewell,Ground Water,ICDS Centre(SchemeId-0000956934),ICDS Centre,2007-2008,0.59,0.59,28-Jun-07,29-Jun-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Haji Chak,Hajichak,1343415,971008,1281196,Deep Tubewell,Ground Water,HAJICHAK,Hajichak Pry. School,2008-2009,0.59,0.59,29-Apr-08,30-Apr-08,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jagannathpur,Birhimbar,Birhimbar Adakpara,1342956,971014,1242862,Deep Tubewell,Ground Water,BIRHIMBAR ADAKPARA,Pry. School,2008-2009,0.59,0.59,27-Apr-08,28-Apr-08,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Kalagram,Gopinath Bati,Gopinathbati - Mallickpara,1343374,974191,1271740,Deep Tubewell,Ground Water,GOPINATHBATI - MALLICKPARA,Pry. School,2007-2008,0.59,0.59,05-Aug-07,07-Aug-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Golarh,Markha,Markha - Purbapra,1342810,974195,1243836,Deep Tubewell,Ground Water,Pry. School,Pry. School,2007-2008,0.59,0.59,09-Sep-07,11-Sep-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Pachra,Pirakata Hari Mandir,1343221,974202,1282977,Deep Tubewell,Ground Water,PIRAKATA HARI MANDIR,SSK,2007-2008,0.59,0.59,01-Dec-07,03-Dec-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Panch Khuiri,Kalyanipara,1342746,981130,1293794,Deep Tubewell,Ground Water,KALYANIPARA,Panch Khuiri,2007-2008,0.59,0.59,19-Aug-07,20-Aug-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Amrakuchi,Amrakuchi Baipara,1343150,981356,1276749,Deep Tubewell,Ground Water,AMRAKUCHI BAIPARA,Amrakuchi,2007-2008,0.59,0.59,24-Nov-07,25-Nov-07,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Bagrui,Doloipara,1343840,6885126,420139848,Deep Tubewell,Ground Water,Maya Puila,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Mahesh Pur,Dolaipara,1343846,6885126,420139841,Deep Tubewell,Ground Water,Binod Doloi,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Mahesh Pur,Dolaipara,1343846,6885126,420139845,Deep Tubewell,Ground Water,Purna Doloi,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Mahesh Pur,Harijanpara,1343847,6885126,420139842,Deep Tubewell,Ground Water,Noukaghat,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Bagrui,Bagrai Bagdipara,1343839,6885178,420139886,Deep Tubewell,Ground Water,Mrigen Roy,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Kalagram,Thaur,Thaur,1766913,6885373,420139912,Deep Tubewell,Ground Water,Budha Pandit,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Kalagram,Thaur,Thaur,1766913,6901994,420143825,Deep Tubewell,Ground Water,I.C.D.S.(Muchi Para),Gram Panchayat,2014-2015,0.84,0.84,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Kalagram,Thaur,Thaur,1766913,6901994,420143826,Deep Tubewell,Ground Water,Sudan Sadara,Gram Panchayat,2014-2015,0.84,0.84,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Garur Bag,Gatibarh,1342827,6902664,420144397,Deep Tubewell,Ground Water,Primary School,Gram Panchayat,2014-2015,0.84,0.84,08-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Maharajpur,Maharajpur,1342636,6902664,420144400,Deep Tubewell,Ground Water,Mondir,Gram Panchayat,2014-2015,0.84,0.84,08-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Gun Hara,Gunhara Madhyapara,1343604,6902682,420144479,Deep Tubewell,Ground Water,Apsar Ali,Gram Panchayat,2014-2015,0.84,0.84,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Dhalhara,Dhalhara,1343534,6902682,420144474,Deep Tubewell,Ground Water,Sasadhar Dalbera,Gram Panchayat,2014-2015,0.84,0.84,12-Aug-14,28-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Pachra,Bhunia Para,1343223,6903322,420145161,Deep Tubewell,Ground Water,Kashinath Roy,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Khetua,Dholpara,1342687,6903356,420145227,Deep Tubewell,Ground Water,Milan Dule,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Eluni,Eloni Mondalpara,1342776,6903356,420145207,Deep Tubewell,Ground Water,Shankar Mondal,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Eluni,Eloni Mondalpara,1342776,6903356,420145213,Deep Tubewell,Ground Water,Arun Mondal,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Eluni,Purba Para,1343307,6903356,420145206,Deep Tubewell,Ground Water,Chakrabir Ghosh,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Chathla,Chathla Mondalpara,1343746,6903356,420145216,Deep Tubewell,Ground Water,Dilip Mondal,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Dosatina,Dasarina Samantapara,1343749,6903356,420145223,Deep Tubewell,Ground Water,Dostina S.S.K.,Gram Panchayat,2014-2015,0.8,0.8,12-Aug-14,30-Aug-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Tanthua,Adibasipara,1342762,6903467,420145438,Deep Tubewell,Ground Water,Kisan Hansda,Gram Panchayat,2014-2015,0.8,0.8,02-Sep-14,25-Sep-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Tanthua,Talhua Mondalpara,1342760,6903467,420145434,Deep Tubewell,Ground Water,Krista Mondal,Gram Panchayat,2014-2015,0.8,0.8,02-Sep-14,25-Sep-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Goharia,Nichugoharia,1342754,6905177,420147111,Deep Tubewell,Ground Water,Ashish Mondal,Gram Panchayat,2014-2015,0.86,0.86,12-Aug-14,06-Sep-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Satdubi,Satdubi,1342755,6905177,420147109,Deep Tubewell,Ground Water,Montu Mondal,Gram Panchayat,2014-2015,0.86,0.86,12-Aug-14,06-Sep-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Manta,Masjidpara,1343665,6908582,420150750,Deep Tubewell,Ground Water,Sk Samshul Alam,Gram Panchayat,2014-2015,0.8,0.8,10-Oct-14,25-Oct-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Manta,Manda,1343662,6908582,420150751,Deep Tubewell,Ground Water,Sk Aiub Ali,Gram Panchayat,2014-2015,0.8,0.8,10-Oct-14,25-Oct-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Golarh,Chenchura,Chenchura - Paschimpara,1342812,6910219,420152127,Deep Tubewell,Ground Water,Sk Abu Hasan,Gram Panchayat,2014-2015,0.82,0.82,08-Oct-14,28-Oct-14,03-06-2024
